clouds.all,coord.lat,coord.lon,dt,id,main.grnd_level,main.humidity,main.pressure,main.sea_level,main.temp,main.temp_max,main.temp_min,name,rain,rain.1h,rain.3h,snow,snow.3h,sys.country,weather,wind.deg,wind.gust,wind.speed
1,45.6181,-61.3575,1553551422,6111867,,54,1011.0,,30.88,33.01,28.0,Port Hawkesbury,,,,,,CA,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",310.0,7.7,11.41
32,-16.7001,-151.0167,1553551483,4034496,1012.29,97,1013.54,1013.54,84.24,84.24,84.24,Fare,,,,,,PF,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",79.5003,,13.67
76,3.3,117.6333,1553551206,1624725,1011.33,100,1011.82,1011.82,76.59,76.59,76.59,Tarakan,,,4.1,,,ID,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",12.5003,,2.15
92,56.0102,50.4483,1553551483,575728,982.53,93,1000.62,1000.62,32.58,32.58,32.58,Bogatyye Saby,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",266.5,,19.71
0,35.0712,116.3112,1553551484,1787335,1011.65,46,1016.14,1016.14,44.82,44.82,44.82,Jinxiang,,,,,,CN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",214.5,,10.76
32,4.1363,96.1285,1553551484,1214488,1007.17,100,1009.42,1009.42,79.56,79.56,79.56,Meulaboh,,,,,,ID,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",52.5003,,3.94
0,40.4707,141.4816,1553551207,2130203,,80,1004.0,,42.01,42.01,42.01,Hachinohe,,,0.035,,,JP,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",216.5,,5.73
0,-25.408,-70.4859,1553551485,3870243,858.21,71,1011.54,1011.54,68.85,68.85,68.85,Taltal,,,,,,CL,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",205.5,,3.6
88,-34.4811,-54.3366,1553551485,3440777,999.33,87,1016.1,1016.1,63.09,63.09,63.09,Rocha,,,0.47,,,UY,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",212.5,,9.42
1,36.0652,-119.0168,1553551405,5384471,,33,1018.0,,71.98,77.0,63.0,Porterville,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",10.0,,5.82
75,-34.9088,-54.9583,1553547600,3441894,,68,1017.0,,64.4,64.4,64.4,Maldonado,,,,,,UY,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",150.0,,14.99
8,10.3999,5.4695,1553551487,2334008,976.45,46,1008.66,1008.66,86.67,86.67,86.67,Kontagora,,,,,,NG,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02n'}]",133.5,,6.96
40,22.6731,113.2295,1553551450,1806299,,88,1017.0,,67.28,70.0,64.0,Xiaolan,,,,,,CN,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",10.0,,8.05
0,27.971,-114.0364,1553551487,4021858,1004.53,42,1015.62,1015.62,75.69,75.69,75.69,Guerrero Negro,,,,,,MX,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",279.0,,9.64
32,49.4949,-117.2901,1553551362,6086871,855.65,68,1018.18,1018.18,42.03,42.03,42.03,Nelson,,,,,,CA,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",162.0,,2.15
75,63.7494,-68.5219,1553551326,5983720,,60,990.0,,5.0,5.0,5.0,Iqaluit,,,,,,CA,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",110.0,8.2,12.75
88,62.8662,51.8991,1553551488,492860,973.89,91,991.62,991.62,31.41,31.41,31.41,Sindor,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",31.0003,,9.75
92,-30.8636,30.3705,1553551489,978895,1001.81,100,1016.66,1016.66,70.74,70.74,70.74,Margate,,,2.96,,,ZA,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",200.5,,15.46
0,43.3236,145.575,1553551489,2128975,1010.53,92,1010.78,1010.78,33.57,33.57,33.57,Nemuro,,,,,,JP,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",247.0,,5.61
12,34.0333,75.3333,1553551490,1260880,617.17,72,1022.14,1022.14,1.89,1.89,1.89,Pahalgam,,,,,,IN,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",49.0003,,2.15
40,-17.7334,-149.15,1553551347,4033557,,62,1013.0,,87.37,87.8,87.01,Tautira,,,,,,PF,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",250.0,,8.05
36,-1.8297,-56.2258,1553551490,3401225,1002.05,88,1008.42,1008.42,81.63,81.63,81.63,Amapa,,,3.79,,,BR,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",198.5,,3.15
92,-28.65,153.6167,1553551227,2172880,,74,1015.0,,78.6,82.0,75.2,Byron Bay,,,,,,AU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",330.0,,9.17
75,-16.9916,145.4227,1553550916,2158767,,100,1013.0,,74.59,77.0,70.0,Mareeba,,,,,,AU,"[{'id': 522, 'main': 'Rain', 'description': 'heavy intensity shower rain', 'icon': '09n'}]",84.5003,,4.38
92,-45.4145,167.7175,1553551492,2181625,939.33,87,1001.22,1001.22,63.0,63.0,63.0,Te Anau,,,5.505,,,NZ,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",330.0,,15.46
56,-15.1902,12.1531,1553551492,3347019,1006.93,100,1010.74,1010.74,75.96,75.96,75.96,Namibe,,,,,,AO,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",245.0,,4.72
0,12.5348,-13.1213,1553551492,2414055,999.33,38,1008.54,1008.54,86.76,86.76,86.76,Youkounkoun,,,,,,GN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",276.5,,7.4
90,38.61,-95.6845,1553551382,4274906,,50,1025.0,,55.76,57.99,53.01,Lyndon,,,,,,US,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",10.0,,10.29
12,38.9365,100.4556,1553551493,1785036,820.53,58,1024.34,1024.34,27.0,27.0,27.0,Zhangye,,,,,,CN,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",229.0,,4.38
36,-10.6167,150.6667,1553551494,2132606,1007.41,100,1010.5,1010.5,81.63,81.63,81.63,Samarai,,,,,,PG,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",238.5,,15.23
0,49.9936,31.5691,1553549400,691052,,94,1008.0,,35.6,35.6,35.6,Tsybli,,,,,,UA,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",260.0,,4.47
0,13.6017,26.6876,1553551495,364933,930.45,16,1009.98,1009.98,76.14,76.14,76.14,Umm Kaddadah,,,,,,SD,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",49.0003,,12.55
36,66.5606,67.7975,1553551495,1512019,1005.89,82,1010.14,1010.14,23.49,23.49,23.49,Aksarka,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",177.5,,11.65
76,-3.6642,152.4407,1553551495,2090021,1005.33,100,1011.14,1011.14,81.54,81.54,81.54,Namatanai,,,,,,PG,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",269.0,,12.21
0,50.5723,123.7337,1553551496,2038665,943.17,66,1018.82,1018.82,10.98,10.98,10.98,Alihe,,,,,,CN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",327.5,,6.51
92,60.3964,-1.353,1553548800,2654970,,87,1026.0,,44.6,44.6,44.6,Brae,,,,,,GB,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",240.0,,10.29
90,41.2835,-70.0995,1553551298,4944903,,60,1017.0,,40.3,43.0,37.99,Nantucket,,,,,,US,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",50.0,,9.17
0,6.8833,73.1,1553551497,1337612,1009.89,100,1010.02,1010.02,84.69,84.69,84.69,Dhidhdhoo,,,,,,MV,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",75.5003,,5.39
56,2.7743,27.6208,1553551498,215771,926.93,82,1010.18,1010.18,74.97,74.97,74.97,Isiro,,,2.695,,,CD,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",175.5,,3.38
0,27.2692,31.1517,1553547600,362973,,38,1014.0,,59.0,59.0,59.0,Abnub,,,,,,EG,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",270.0,,13.87
44,46.7325,38.5709,1553551500,488635,1013.09,87,1014.66,1014.66,42.75,42.75,42.75,Nikolayevka,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",205.5,,12.66
56,-11.7791,19.9123,1553551501,3347719,867.81,87,1010.06,1010.06,66.69,66.69,66.69,Luena,,,,,,AO,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",292.5,,2.59
0,56.7292,85.4429,1553551304,1511846,,85,1030.0,,23.83,27.0,19.99,Oktyabrskoye,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",68.0003,,2.71
0,55.9643,97.8245,1553551502,1510041,982.21,71,1032.22,1032.22,14.04,14.04,14.04,Biryusinsk,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",19.5003,,2.37
76,9.51,-7.5692,1553551502,2283016,958.77,68,1008.26,1008.26,78.3,78.3,78.3,Odienne,,,2.26,,,CI,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",218.0,,7.18
90,-19.8,-174.3501,1553547600,4032369,,78,1014.0,,80.6,80.6,80.6,Pangai,,,,,,TO,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",90.0,,16.11
75,50.2001,-66.3821,1553551103,6144312,,27,1009.0,,12.72,12.99,12.2,Sept-Iles,,,,,,CA,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",280.0,10.3,16.11
88,-1.8243,-44.873,1553551505,3401148,1010.29,95,1011.26,1011.26,77.31,77.31,77.31,Cururupu,,,0.52,,,BR,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",30.5003,,3.38
0,52.2922,-1.5357,1553551505,2644737,,62,1035.0,,41.31,45.0,37.99,Royal Leamington Spa,,,,,,GB,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",320.0,,4.7
92,-1.0243,-79.4413,1553551506,3652567,846.21,100,1007.42,1007.42,65.16,65.16,65.16,San Cristobal,,,1.485,,,EC,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",270.0,,2.59
20,37.7167,-25.4334,1553551493,3372472,,82,1024.0,,56.95,59.0,55.0,Vila Franca do Campo,,,,,,PT,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",20.0,,11.41
56,60.743,56.7335,1553551507,516588,969.65,95,994.74,994.74,33.03,33.03,33.03,Nyrob,,,0.485,,,RU,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",170.0,,16.8
5,16.9875,-99.2589,1553547240,3532499,,66,1009.0,,86.0,86.0,86.0,Tecoanapa,,,,,,MX,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02d'}]",230.0,,5.82
75,-4.2626,-55.9879,1553547600,3397967,,88,1009.0,,77.0,77.0,77.0,Itaituba,,,,,,BR,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",110.0,,2.04
80,-4.9409,122.5276,1553551508,1640972,1008.21,100,1011.46,1011.46,78.12,78.12,78.12,Katobu,,,,,,ID,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",352.0,,1.7
0,52.6573,17.9501,1553551492,3091523,,93,1017.0,,35.51,37.0,32.0,Mogilno,,,,,,PL,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",320.0,,6.93
0,33.1473,68.7778,1553551509,1120879,764.21,62,1018.9,1018.9,19.17,19.17,19.17,Sharan,,,,,,AF,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",305.0,,2.48
90,59.9616,29.4167,1553551502,536466,,93,1000.0,,32.31,34.0,30.0,Lebyazhye,,,,,,RU,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13n'}]",280.0,,11.18
75,-20.2078,57.7625,1553551447,1106643,,94,1009.0,,76.06,77.0,75.0,Quatre Cocos,,,,,,MU,"[{'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09n'}]",150.5,,11.43
1,36.2083,-115.984,1553551265,5509851,,18,1020.0,,71.55,77.0,66.0,Pahrump,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",,,3.36
48,52.5132,99.827,1553551511,1496073,799.89,69,1029.14,1029.14,8.28,8.28,8.28,Orlik,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",333.0,,2.15
0,10.2069,-67.5588,1553551511,3753107,936.29,45,1008.18,1008.18,85.14,85.14,85.14,Santa Rita,,,,,,VE,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",352.0,,3.15
75,3.1667,113.0333,1553547600,1737486,,100,1010.0,,75.07,75.2,75.0,Bintulu,,,,,,MY,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",110.0,,3.36
90,46.1879,-123.8313,1553551298,5711847,,87,1012.0,,48.96,52.0,46.0,Astoria,,0.42,,,,US,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",60.0,,3.36
80,52.6881,35.7683,1553551513,540776,981.81,84,1008.94,1008.94,31.41,31.41,31.41,Kromy,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",171.0,,4.94
0,53.9828,79.2374,1553551513,1501988,1012.53,77,1030.46,1030.46,16.38,16.38,16.38,Krasnozerskoye,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",91.5003,,3.15
0,67.6549,134.6351,1553551514,2027044,984.53,34,1020.5,1020.5,-23.86,-23.86,-23.86,Batagay,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",339.5,,2.93
40,42.8666,-106.3131,1553551244,5820705,,64,1024.0,,48.74,50.0,48.0,Casper,,,,,,US,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",230.0,,14.99
12,67.5527,133.3912,1553551514,2013465,974.05,32,1020.78,1020.78,-22.78,-22.78,-22.78,Verkhoyansk,,,,,,RU,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",334.0,,2.48
75,-34.9275,138.5999,1553551506,2078025,,51,1022.0,,60.4,64.0,57.0,Adelaide,,,,,,AU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",210.0,,11.41
90,29.6994,-91.2068,1553551278,4333811,,61,1017.0,,77.86,81.0,75.0,Morgan City,,,,,,US,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",230.0,9.8,13.87
0,-9.0119,-35.2226,1553551292,3395458,1002.53,76,1011.1,1011.1,81.27,81.27,81.27,Maragogi,,,,,,BR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",98.5003,,7.4
75,47.0999,-55.7651,1553551273,5964230,,92,1009.0,,31.42,35.01,30.0,Grand Bank,,,,,,CA,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",270.0,,17.22
20,-22.8173,-43.4117,1553551508,3456160,,62,1011.0,,83.7,87.8,82.4,Olinda,,,,,,BR,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",210.0,,6.93
0,-39.4909,176.9179,1553551207,2186313,,56,1015.0,,73.99,73.99,73.99,Napier,,,,,,NZ,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",345.0,8.94,11.01
75,23.1292,-82.2613,1553551347,3553478,,78,1016.0,,75.11,75.2,75.0,Santa Fe,,,,,,CU,"[{'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09d'}]",240.0,,8.05
48,-14.902,50.2794,1553551518,1071296,996.77,91,1009.54,1009.54,80.01,80.01,80.01,Antalaha,,,,,,MG,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",192.5,,4.61
0,70.0018,135.5498,1553551519,2013921,991.65,0,1021.78,1021.78,-27.55,-27.55,-27.55,Ust-Kuyga,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",53.5003,,2.71
0,7.5273,-12.502,1553551519,2409914,1008.21,78,1010.74,1010.74,81.81,81.81,81.81,Bonthe,,,,,,SL,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",259.5,,4.72
92,-29.7761,151.1129,1553551375,2162662,,87,1018.0,,67.68,69.01,64.99,Inverell,,,,,,AU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",268.5,,6.51
12,64.2742,100.217,1553551519,2014833,974.53,70,1028.14,1028.14,6.03,6.03,6.03,Tura,,,,,,RU,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",252.5,,2.93
75,28.3333,-105.4001,1553546400,4003938,,13,1022.0,,78.8,78.8,78.8,Jimenez,,,,,,MX,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",60.0,,6.93
48,29.6986,-9.7313,1553551520,2527089,989.57,83,1007.62,1007.62,62.73,62.73,62.73,Tiznit,,,,,,MA,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",46.0003,,0.58
0,46.1742,45.3435,1553551521,468747,1018.77,75,1018.06,1018.06,32.76,32.76,32.76,Yashkul,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",201.0,,7.4
0,-26.502,17.1583,1553551521,3358416,893.33,31,1013.54,1013.54,69.39,69.39,69.39,Bethanien,,,,,,NA,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",174.5,,9.08
90,64.8569,-147.8028,1553551446,5859699,,93,1020.0,,38.03,41.0,36.0,College,,1.27,,,,US,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",50.0,,3.36
68,64.9225,77.785,1553551322,1490085,,78,1018.0,,25.0,25.0,25.0,Tarko-Sale,,,,,0.043,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",180.0,1.79,4.0
40,9.9634,76.2537,1553549400,1273874,,83,1010.0,,82.4,82.4,82.4,Kochi,,,,,,IN,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",275.5,,4.05
68,-0.8667,134.0833,1553551522,1636308,1008.77,100,1011.26,1011.26,80.73,80.73,80.73,Manokwari,,,,,,ID,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",297.0,,6.17
40,26.8694,78.5931,1553545800,1277841,,82,1012.0,,68.0,68.0,68.0,Bah,,,,,,IN,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",300.0,,3.36
36,26.5383,-77.0611,1553551521,3571913,1017.81,100,1017.94,1017.94,74.79,74.79,74.79,Marsh Harbour,,,,,,BS,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",110.5,,8.19
75,63.7256,8.834,1553551509,3139597,,74,1015.0,,36.55,37.0,35.6,Sistranda,,,,,,NO,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",310.0,19.0,28.86
90,21.3936,-157.7438,1553551516,5847486,,73,1019.0,,76.06,80.01,73.4,Kailua,,,,,,US,"[{'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09d'}]",70.0,10.8,13.87
8,-3.6462,32.1642,1553551525,154654,878.45,87,1009.1,1009.1,62.64,62.64,62.64,Masumbwe,,,,,,TZ,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02n'}]",311.5,,2.71
5,18.1808,-95.2203,1553551339,3530200,,65,1012.0,,84.51,91.99,80.6,El Sauzal,,,,,,MX,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02d'}]",360.0,,11.41
90,39.0016,-77.4033,1553551517,4787534,,76,1016.0,,51.24,59.0,44.01,Sterling,,,,,,US,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",20.0,,11.41
0,-17.7297,-39.2661,1553551362,3466980,1011.17,98,1011.14,1011.14,83.07,83.07,83.07,Caravelas,,,,,,BR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",194.5,,9.75
20,27.7972,114.3773,1553551527,1786746,994.05,91,1020.26,1020.26,40.95,40.95,40.95,Yichun,,,,,,CN,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",53.5003,,1.59
32,-19.6964,-46.1714,1553551527,3467688,904.69,65,1010.54,1010.54,77.4,77.4,77.4,Campos Altos,,,,,,BR,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",157.0,,2.93
0,-1.2561,29.9905,1553551528,233070,818.45,100,1009.86,1009.86,55.17,55.17,55.17,Kabale,,,,,,UG,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",321.0,,2.48
92,46.5389,138.3297,1553551529,2015852,991.01,97,1001.42,1001.42,29.61,29.61,29.61,Svetlaya,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",59.5003,,11.54
88,-1.8961,11.9103,1553551529,2398929,921.89,93,1011.7,1011.7,70.29,70.29,70.29,Mbigou,,,,,,GA,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",346.5,,2.04
20,13.5234,35.7607,1553551530,376332,944.05,21,1008.82,1008.82,76.77,76.77,76.77,Doka,,,,,,SD,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",339.5,,10.98
1,40.2987,-83.068,1553551463,5151891,,45,1019.0,,45.41,48.99,39.99,Delaware,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",360.0,10.8,16.11
75,61.2163,-149.8949,1553551504,5879400,,80,1024.0,,44.02,46.99,39.99,Anchorage,,,,,,US,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",120.0,,3.36
1,48.9163,-123.7194,1553551527,5920668,,87,1012.0,,53.08,59.0,48.0,Chemainus,,,,,,CA,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",,,5.82
68,6.9505,37.8567,1553551532,341877,813.57,57,1008.86,1008.86,65.43,65.43,65.43,Boditi,,,0.295,,,ET,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",189.5,,2.48
0,40.1074,21.5286,1553551288,736151,,77,1011.0,,39.99,39.99,39.99,Poros,,,,,,GR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",272.5,,3.6
20,65.9451,111.5081,1553551533,2027296,952.77,36,1023.82,1023.82,-12.16,-12.16,-12.16,Aykhal,,,,,,RU,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",247.0,,2.59
40,10.3064,-61.1751,1553551508,3573840,,62,1011.0,,83.07,84.2,82.0,Rio Claro,,,,,,TT,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",110.0,,16.11
40,-4.3814,-70.033,1553547600,3665016,,74,1007.0,,83.28,84.2,82.4,Benjamin Constant,,,,,,BR,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",40.0,,5.82
1,59.6441,-151.5402,1553551479,5864145,,61,1024.0,,44.83,48.0,41.0,Homer,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",180.0,,5.82
24,-9.4467,124.478,1553551535,1640576,938.69,97,1011.14,1011.14,69.21,69.21,69.21,Kefamenanu,,,,,,ID,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",13.5003,,1.59
56,-5.6667,132.75,1553551536,1623197,1010.69,99,1011.14,1011.14,83.79,83.79,83.79,Tual,,,,,,ID,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",221.5,,8.63
75,44.9687,18.601,1553549400,3194231,,81,1017.0,,45.64,46.4,44.6,Obudovac,,,,,,BA,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",330.0,,8.05
92,23.8602,112.0119,1553551537,1807687,984.53,96,1018.26,1018.26,58.95,58.95,58.95,Huangzhai,,,0.135,,,CN,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",74.5003,,2.48
56,62.9318,152.3933,1553551537,2121373,956.77,74,1007.7,1007.7,4.59,4.59,4.59,Seymchan,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",349.5,,12.66
8,-21.8362,-45.402,1553551415,3467928,,68,1016.0,,75.99,75.99,75.99,Campanha,,,,,,BR,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02n'}]",224.0,2.68,5.01
92,69.4061,86.1751,1553551538,1507116,1007.65,91,1015.3,1015.3,26.1,26.1,26.1,Dudinka,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",206.5,,16.8
75,43.4897,-6.1139,1553551532,6359954,,76,1028.0,,50.45,53.01,46.99,Pravia,,,,,,ES,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",80.0,,9.17
0,26.5897,12.7694,1553551539,2219235,949.81,54,1019.06,1019.06,55.17,55.17,55.17,Awbari,,,,,,LY,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",49.5003,,6.4
